"celebrates","Who.do.you.celebrate.the.Fourth.of.July.with.","watches_fireworks","devices","what_do_you_wear","celebration_location","Describe.America.in.three.words","Why.do.you.not.celebrate.the.Fourth.of.July.","Describe.America.in.3.words","gender","age_group","race","is_hispanic","region","Democrat_party_opinion","Republican_party_opinion","Donald_Trump_opinion","id","trump_support","democrat_support","republican_support","three_words","weight","political_weight","whatdoyouwear","what_do_you_wear_value"
"Yes","Family","Usually","Bang Snaps","None of the above","Outdoors","incompetent baby president","","","Female","45-54","White","No","Midwest",4,1,1,114,"Disapprove","Approve","Disapprove","incompetent baby president",1.90013121671681,1.71876983591051,"Clothing making a political statement",0
"Yes","Family","Rarely","None of the above","None of the above","Both","Selfish Corrupt Entitled","","","Female","18-24","Multiple Races","No","West",4,1,1,115,"Disapprove","Approve","Disapprove","Selfish Corrupt Entitled",0.0508896586474692,0.0205542524527967,"Clothing making a political statement",0
"Yes","Family;Friends","Usually","Bang Snaps;Bottle Rockets;Firecrackers;Fountains;Ground Spinners;Roman Candles;Smoke Bombs;Snakes;Sparklers;Other Rockets","Solid red clothing","Outdoors","Beautiful diverse opportunity","","","Male","18-24","White","No","Midwest",3,3,3,116,"Neutral","Neutral","Neutral","Beautiful diverse opportunity",0.0324842111986291,0.000280763659906437,"Clothing making a political statement",0
"No","","","None of the above","None of the above","","","Out of country at that time;Political reasons","hypocrisy betrayal self-centered","Male","25-34","Multiple Races","No","Midwest",4,1,1,117,"Disapprove","Approve","Disapprove","hypocrisy betrayal self-centered",0.07432522746966,0.0626335474858103,"Clothing making a political statement",0
"Yes","Friends","Usually","None of the above","Solid red clothing;Jeans;Sunscreen","Outdoors","unreliable anti-hero optimistic","","","Male","25-34","White","No","West",4,1,1,118,"Disapprove","Approve","Disapprove","unreliable anti-hero optimistic",0.264355616930038,0.25963257860464,"Clothing making a political statement",0
"No","","","None of the above","None of the above","","","Other","Patriotic home lost","Male","35-44","White","No","Southeast",1,1,4,119,"Approve","Disapprove","Disapprove","Patriotic home lost",0.149699963262195,0.176567379700227,"Clothing making a political statement",0
"Yes","Family","Rarely","Bang Snaps;Bottle Rockets;Firecrackers;Ground Spinners;Roman Candles;Sparklers;Other Rockets","Clothing featuring the American Flag","Outdoors","The Greatest Country","","","Male","45-54","White","No","Southeast",1,2,3,120,"Neutral","Disapprove","Disapprove","The Greatest Country",0.179701321912148,0.00135062834104556,"Clothing making a political statement",0
"Yes","Family;Friends","Usually","Bottle Rockets;Firecrackers;Fountains;Ground Spinners;Roman Candles;Smoke Bombs;Sparklers","Solid red clothing;Solid white clothing;Solid blue clothing;Jeans;Sunscreen","Outdoors","Home troubled representative-democracy","","","Female","25-34","Multiple Races","No","Southeast",3,3,1,121,"Disapprove","Neutral","Neutral","Home troubled representative-democracy",0.0947447916339898,0.04343634307063,"Clothing making a political statement",0
"Yes","Family;Friends","Usually","None of the above","Clothing featuring the American Flag;Sunscreen","Outdoors","Diverse controversial loud","","","Male","25-34","White","No","Midwest",4,1,1,122,"Disapprove","Approve","Disapprove","Diverse controversial loud",0.214583657487779,0.237244928654966,"Clothing making a political statement",0
"Yes","Family;Friends","Usually","Bang Snaps;Bottle Rockets;Fountains;Snakes;Sparklers","Sunscreen;None of the above","Both","tough divided hopeful","","","Male","35-44","White","No","Midwest",3,2,1,123,"Disapprove","Neutral","Disapprove","tough divided hopeful",0.431149915477145,0.365286942849433,"Clothing making a political statement",0
"Yes","Family;Friends","Always","Bang Snaps;Sparklers","Clothing featuring the American Flag;Sunscreen","Both","The best country","","","Male","35-44","White","No","Midwest",1,5,5,124,"Approve","Disapprove","Approve","The best country",0.431149915477145,0.886755451360305,"Clothing making a political statement",0
"No","","","None of the above","None of the above","","","Don't feel motivated to celebrate","Corrupt backward insufficient","Other","18-24","Asian","No","Northeast",2,1,1,125,"Disapprove","Disapprove","Disapprove","Corrupt backward insufficient",0.530068167235308,0.707611743522744,"Clothing making a political statement",0
"No","","","None of the above","None of the above","","","I Don't like general Fourth of July activities;Don't feel motivated to celebrate;No one to celebrate with","The best country","Male","55+","White","No","West",1,2,4,126,"Approve","Disapprove","Disapprove","The best country",1.24928013335746,1.73998801020307,"Clothing making a political statement",0
"Yes","Family;Friends","Usually","Bang Snaps;Bottle Rockets;Ground Spinners;Smoke Bombs","Clothing featuring the American Flag","Outdoors","melting pot luck","","","Male","25-34","White","No","Northeast",3,2,2,127,"Disapprove","Neutral","Disapprove","melting pot luck",0.90420296790202,0.908871630363372,"Clothing making a political statement",0
"No","","","None of the above","None of the above","","","Don't feel motivated to celebrate;Political reasons","Imperialist racist occupier","Female","18-24","White","No","West",2,1,1,128,"Disapprove","Disapprove","Disapprove","Imperialist racist occupier",0.146923049584156,0.0778559151200029,"Clothing making a political statement",0
"Yes","Family","Usually","Bottle Rockets;Firecrackers;Sparklers","None of the above","Both","Breaking divided idle","","","Male","18-24","White","No","Southeast",2,1,1,129,"Disapprove","Disapprove","Disapprove","Breaking divided idle",0.011278873191137,0.00406720750804197,"Clothing making a political statement",0
"Yes","Family;Friends","Rarely","Sparklers","Sunscreen;None of the above","Outdoors","Racist Dumb Expensive","","","Female","18-24","White","No","Northeast",4,1,1,130,"Disapprove","Approve","Disapprove","Racist Dumb Expensive",0.502536163331714,0.272542963940985,"Clothing making a political statement",0
"Yes","Family","Usually","Fountains;Sparklers","None of the above","Indoors","Raging dumpster fire","","","Female","25-34","White","No","Southeast",3,2,1,131,"Disapprove","Neutral","Disapprove","Raging dumpster fire",0.273536787022121,0.164529274270452,"Clothing making a political statement",0
"Yes","Friends;By myself","Usually","None of the above","Sunscreen","Both","An ongoing experiment","","","Male","25-34","White","No","Midwest",5,1,1,132,"Disapprove","Approve","Disapprove","An ongoing experiment",0.214583657487779,0.237244928654966,"Clothing making a political statement",0
"Yes","Family;Friends","Rarely","Sparklers","Solid red clothing;Solid white clothing;Solid blue clothing;Clothing that is primarily red and white stripes;Sunscreen","Outdoors","nonsensical forced openendedquestions","","","Male","18-24","White","No","Northeast",3,2,1,133,"Disapprove","Neutral","Disapprove","nonsensical forced openendedquestions",0.136880508607368,0.0782519800122415,"Clothing making a political statement",0
"Yes","Friends","Rarely","Firecrackers;Fountains","Solid red clothing;Solid blue clothing;Sunscreen","Outdoors","conflicted apathetic freedom","","","Male","18-24","White","No","West",5,2,1,134,"Disapprove","Approve","Disapprove","conflicted apathetic freedom",0.0400188150040658,0.0223538315783652,"Clothing making a political statement",0
"Yes","Family;Friends;With strangers","Usually","None of the above","Sunscreen","Outdoors","my home country","","","Male","35-44","White","No","Northeast",2,3,3,135,"Neutral","Disapprove","Neutral","my home country",1.81676012865678,0.0192349440755432,"Clothing making a political statement",0
"No","","","None of the above","None of the above","","","No one to celebrate with","Idiotic chicken running","Female","18-24","White","No","Outside US",1,1,5,136,"Approve","Disapprove","Disapprove","Idiotic chicken running",1.45972829735991,1.50159275631593,"Clothing making a political statement",0
"No","","","None of the above","None of the above","","","Don't feel motivated to celebrate;Political reasons;Other","Divided elitist lie","Male","35-44","White","No","West",2,1,1,137,"Disapprove","Disapprove","Disapprove","Divided elitist lie",0.53115369189653,0.399757294877877,"Clothing making a political statement",0
"Yes","Family","Always","Fountains;Ground Spinners;Smoke Bombs","Solid white clothing;Solid blue clothing","Outdoors","Diverse opinionated beautiful","","","Female","25-34","White","No","West",2,4,3,1,"Neutral","Disapprove","Approve","Diverse opinionated beautiful",0.970541816645894,0.0124293951592426,"Clothing that is primarily blue and white stars",0
"Yes","Family;Friends","Always","Bang Snaps;Bottle Rockets;Fountains;Ground Spinners;Sparklers","Jeans","Outdoors","Freedom guns oil","","","Male","18-24","Black","No","West",2,3,3,2,"Neutral","Disapprove","Neutral","Freedom guns oil",2.29245760758382,0.0389120944571167,"Clothing that is primarily blue and white stars",0
"Yes","Family;Friends","Always","Bottle Rockets;Firecrackers;Roman Candles;Smoke Bombs;Other Rockets","None of the above","Both","Goddamn Fucking Shitshow","","","Male","18-24","White","No","Southeast",3,1,1,3,"Disapprove","Neutral","Disapprove","Goddamn Fucking Shitshow",0.011278873191137,0.00406720750804197,"Clothing that is primarily blue and white stars",0
"No","","","None of the above","None of the above","","","Political reasons","Misled afraid broken","Female","45-54","White","No","Southeast",2,1,1,4,"Disapprove","Disapprove","Disapprove","Misled afraid broken",0.659746327495068,0.342234925952769,"Clothing that is primarily blue and white stars",0
"Yes","Family;Friends;With strangers","Rarely","None of the above","None of the above","Outdoors","Land of free","","","Male","35-44","White","No","Northeast",3,2,2,5,"Disapprove","Neutral","Disapprove","Land of free",1.81676012865678,1.39939319748687,"Clothing that is primarily blue and white stars",0
"Yes","Family","Rarely","None of the above","Sunscreen","Both","My home forever","","","Male","55+","White","No","Southeast",4,1,1,6,"Disapprove","Approve","Disapprove","My home forever",0.352096187828501,0.130413002400747,"Clothing that is primarily blue and white stars",0
"Yes","Family","Usually","Bang Snaps;Sparklers","Solid red clothing;Jeans","Outdoors","Diverse struggling divided","","","Female","25-34","Multiple Races","Yes","West",4,1,1,7,"Disapprove","Approve","Disapprove","Diverse struggling divided",2.03173271851236,2.46216551578708,"Clothing that is primarily blue and white stars",0
"Yes","Family","Usually","None of the above","Jeans","Indoors","Racist homophobic poor","","","Male","55+","White","No","Southwest",4,1,1,8,"Disapprove","Approve","Disapprove","Racist homophobic poor",0.667561650669326,0.891543085059496,"Clothing that is primarily blue and white stars",0
"Yes","Family;Friends;With strangers","Usually","Bang Snaps","None of the above","Both","United States America","","","Male","18-24","Asian","No","Midwest",3,3,3,9,"Neutral","Neutral","Neutral","United States America",0.168703203221685,0.0344381995358698,"Clothing that is primarily blue and white stars",0
"No","","","None of the above","None of the above","","","Don't feel motivated to celebrate;No one to celebrate with","Split Polarized Confused","Male","25-34","Other","Yes","Midwest",1,1,1,10,"Disapprove","Disapprove","Disapprove","Split Polarized Confused",0.972196271392192,1.59173085832685,"Clothing that is primarily blue and white stars",0
"Yes","Family;Friends;With strangers","Rarely","Fountains;Ground Spinners;Smoke Bombs;Snakes;Sparklers","Sunscreen","Outdoors","Unequitable deceitful entertained","","","Male","55+","White","No","West",3,1,1,11,"Disapprove","Neutral","Disapprove","Unequitable deceitful entertained",1.24928013335746,0.716764582463777,"Clothing that is primarily blue and white stars",0
"Yes","Family","Usually","Bang Snaps;Fountains;Ground Spinners;Smoke Bombs;Snakes;Sparklers","Jeans","Outdoors","Getting uncomfortably fascist","","","Male","25-34","White","No","Southeast",4,1,1,12,"Disapprove","Approve","Disapprove","Getting uncomfortably fascist",0.0745057913487883,0.0472393097054153,"Clothing that is primarily blue and white stars",0
"Yes","Family;Friends","Usually","Bang Snaps;Bottle Rockets;Sparklers","Clothing featuring the American Flag;Jeans;Sunscreen","Both","Making America Great","","","Female","55+","White","No","Southeast",1,5,5,13,"Approve","Disapprove","Approve","Making America Great",1.29266810267779,1.10263113395309,"Clothing that is primarily blue and white stars",0
"No","","","None of the above","None of the above","","","Don't feel motivated to celebrate","Terrifying under Trump","Female","55+","White","No","Southeast",5,1,1,14,"Disapprove","Approve","Disapprove","Terrifying under Trump",1.29266810267779,0.454214017398436,"Clothing that is primarily blue and white stars",0
"Yes","Family;Friends","Rarely","Sparklers","Clothing that is primarily red and white stripes;Clothing featuring the American Flag","Both","Best country ever","","","Male","18-24","White","No","Midwest",1,4,3,15,"Neutral","Disapprove","Approve","Best country ever",0.0324842111986291,0.000280763659906437,"Clothing that is primarily blue and white stars",0
"Yes","By myself","Rarely","None of the above","Jeans","Indoors","Big screwed ugly","","","Male","35-44","Black","No","Southeast",3,1,1,16,"Disapprove","Neutral","Disapprove","Big screwed ugly",7.54297945761364,7.90448465702436,"Clothing that is primarily blue and white stars",0
